id,Pdx,Sdx,number_of_patient
6412,I639,I611,1
6413,I639,I613,1
6414,I639,I616,1
6415,I639,I64,1
6416,I639,I739,1
6417,I639,J150,1
6418,I639,J152,1
6419,I639,J156,1
6420,I639,J90,1
6421,I639,J960,2
6422,I639,M179,1
6423,I639,M4809,1
6424,I639,N179,2
6425,I639,N183,1
6426,I639,N185,1
6427,I639,N390,1
6428,I639,N40,2
6429,I639,R31,1
6430,I639,R568,1
6431,I639,R731,2
6432,I64,A199,1
6433,I64,B199,1
6434,I64,D683,1
6435,I64,E119,1
6436,I64,E149,1
6437,I64,E222,1
6438,I64,E46,1
6439,I64,E711,1
6440,I64,E789,2
6441,I64,E834,1
6442,I64,E876,1
6443,I64,E878,1
6444,I64,G454,1
6445,I64,G992,1
6446,I64,I10,2
6447,I64,I48,1
6448,I64,J189,1
6449,I64,M510,1
6450,I64,N258,1
6451,I64,N40,1
6452,I64,R203,1
6453,I64,R35,1
6454,I651,E119,1
6455,I651,E789,1
6456,I651,I10,1
6457,I652,B182,1
6458,I652,C150,1
6459,I652,C323,1
6460,I652,C349,1
6461,I652,D560,1
6462,I652,D563,1
6463,I652,D62,3
6464,I652,D70,1
6465,I652,D721,1
6466,I652,D751,1
6467,I652,E113,1
6468,I652,E119,24
6469,I652,E149,3
6470,I652,E785,1
6471,I652,E789,31
6472,I652,E834,1
6473,I652,E870,1
6474,I652,E871,1
6475,I652,E875,3
6476,I652,E876,4
6477,I652,E877,1
6478,I652,F059,1
6479,I652,G20,1
6480,I652,G309,2
6481,I652,G459,5
6482,I652,G460,1
6483,I652,G473,1
6484,I652,G810,1
6485,I652,G811,1
6486,I652,G819,1
6487,I652,G902,1
6488,I652,H358,1
6489,I652,H360,1
6490,I652,H409,1
6491,I652,I050,1
6492,I652,I10,40
6493,I652,I251,10
6494,I652,I340,1
6495,I652,I420,2
6496,I652,I48,3
6497,I652,I493,1
6498,I652,I499,1
6499,I652,I633,1
6500,I652,I635,5
6501,I652,I650,1
6502,I652,I675,3
6503,I652,I691,1
6504,I652,I693,2
6505,I652,I694,9
6506,I652,I720,1
6507,I652,I739,1
6508,I652,I809,1
6509,I652,I959,3
6510,I652,J150,1
6511,I652,J380,1
6512,I652,J449,1
6513,I652,J952,1
6514,I652,K760,1
6515,I652,M1099,2
6516,I652,M171,1
6517,I652,M179,1
6518,I652,M4712,1
6519,I652,N10,1
6520,I652,N179,2
6521,I652,N183,1
6522,I652,N184,3
6523,I652,N185,1
6524,I652,N189,4
6525,I652,N40,1
6526,I652,R001,1
6527,I652,R31,1
6528,I652,R392,1
6529,I652,R731,2
6530,I652,T801,1
6531,I652,T810,3
6532,I652,T817,1
6533,I658,G459,1
6534,I658,I251,1
6535,I658,N40,1
6536,I660,A809,1
6537,I660,E149,1
6538,I660,E669,1
6539,I660,E789,1
6540,I660,G473,1
6541,I660,I10,2
6542,I660,I694,1
6543,I660,L039,1
6544,I660,M1399,1
6545,I663,E149,1
6546,I663,E789,1
6547,I663,F609,1
6548,I663,G463,3
6549,I663,G560,1
6550,I663,I10,2
6551,I663,I251,1
6552,I663,K20,1
6553,I668,H509,1
6554,I668,M357,1
6555,I668,Q142,2
6556,I670,A410,1
6557,I670,E119,1
6558,I670,E789,1
6559,I670,I10,2
6560,I670,I460,1
6561,I670,I661,1
6562,I670,J189,1
6563,I670,J988,1
6564,I671,A169,1
6565,I671,A419,1
6566,I671,A499,1
6567,I671,b181,2
6568,I671,B962,1
6569,I671,B965,1
6570,I671,C679,1
6571,I671,D561,1
6572,I671,D638,1
6573,I671,D683,1
6574,I671,D689,3
6575,I671,E039,1
6576,I671,E059,1
6577,I671,E119,15
6578,I671,E149,1
6579,I671,E212,1
6580,I671,E274,1
6581,I671,E785,6
6582,I671,E789,12
6583,I671,E871,3
6584,I671,E876,8
6585,I671,F058,1
6586,I671,G061,1
6587,I671,G360,1
6588,I671,G403,1
6589,I671,G409,4
6590,I671,G459,4
6591,I671,G460,1
6592,I671,G510,1
6593,I671,G629,1
6594,I671,G819,3
6595,I671,G911,2
6596,I671,G919,1
6597,I671,G960,1
6598,I671,H052,1
6599,I671,H109,1
6600,I671,H259,1
6601,I671,H403,1
6602,I671,H470,1
6603,I671,H811,1
6604,I671,H931,1
6605,I671,I10,40
6606,I671,I251,3
6607,I671,I471,1
6608,I671,I48,2
6609,I671,I490,1
6610,I671,I495,1
6611,I671,I603,1
6612,I671,I604,1
6613,I671,I611,1
6614,I671,I615,1
6615,I671,I621,1
6616,I671,I633,3
6617,I671,I635,3
6618,I671,I639,3
6619,I671,I652,1
6620,I671,I694,3
6621,I671,I7030,1
6622,I671,I720,1
6623,I671,I952,1
6624,I671,J150,1
6625,I671,J189,1
6626,I671,J200,1
6627,I671,J209,1
6628,I671,J40,1
6629,I671,J449,1
6630,I671,J952,2
6631,I671,J960,3
6632,I671,K297,1
6633,I671,K30,1
6634,I671,K567,1
6635,I671,K590,1
6636,I671,K922,1
6637,I671,L270,2
6638,I671,M2553,1
6639,I671,M2555,1
6640,I671,M4782,1
6641,I671,M6269,1
6642,I671,M8199,1
6643,I671,N185,2
6644,I671,N281,1
6645,I671,N300,1
6646,I671,N319,1
6647,I671,N390,7
6648,I671,N40,1
6649,I671,R101,2
6650,I671,R568,4
6651,I671,R730,1
6652,I671,T810,3
6653,I671,T814,1
6654,I674,E063,1
6655,I674,E119,3
6656,I674,E46,1
6657,I674,E789,3
6658,I674,E834,1
6659,I674,E876,1
6660,I674,F059,1
6661,I674,I10,2
6662,I674,I635,1
6663,I674,J189,1
6664,I674,K219,1
6665,I674,L309,1
6666,I674,M0096,1
6667,I674,N10,1
6668,I674,R509,1
6669,I675,A411,1
6670,I675,E050,1
6671,I675,E059,1
6672,I675,E112,1
6673,I675,E119,4
6674,I675,E660,1
6675,I675,E668,1
6676,I675,E789,2
6677,I675,E875,1
6678,I675,E876,1
6679,I675,G409,1
6680,I675,G473,2
6681,I675,G819,2
6682,I675,G911,1
6683,I675,G919,1
6684,I675,G935,1
6685,I675,I10,5
6686,I675,I630,1
6687,I675,I631,1
6688,I675,I652,1
6689,I675,I694,2
6690,I675,J150,1
6691,I675,L309,1
6692,I675,N083,1
6693,I675,N185,1
6694,I675,R02,1
6695,I676,B001,1
6696,I676,B24,1
6697,I676,D259,3
6698,I676,D509,1
6699,I676,E119,2
6700,I676,E785,1
6701,I676,E789,1
6702,I676,G402,2
6703,I676,G819,2
6704,I676,G936,1
6705,I676,I10,2
6706,I676,I48,1
6707,I676,I600,1
6708,I676,I609,1
6709,I676,I633,1
6710,I676,I694,1
6711,I676,I802,1
6712,I676,J150,1
6713,I676,K716,2
6714,I676,L138,1
6715,I676,N800,1
6716,I676,N801,1
6717,I676,R33,1
6718,I676,R509,1
6719,I676,R55,1
6720,I676,R568,3
6721,I677,I635,1
6722,I677,R001,1
6723,I678,D638,1
6724,I678,E834,1
6725,I678,E876,1
6726,I678,G419,1
6727,I678,G911,1
6728,I678,G936,1
6729,I678,I050,1
6730,I678,I10,1
6731,I678,I159,1
6732,I678,I350,1
6733,I678,J960,1
6734,I678,K132,1
6735,I678,N185,1
6736,I691,G819,1
6737,I691,R568,1
6738,I693,E871,1
6739,I693,E876,1
6740,I693,F019,1
6741,I693,I10,1
6742,I693,J151,1
6743,I694,A099,1
6744,I694,D509,1
6745,I694,D686,1
6746,I694,E119,4
6747,I694,E668,1
6748,I694,E789,10
6749,I694,E871,1
6750,I694,E876,1
6751,I694,F329,1
6752,I694,G810,14
6753,I694,G819,1
6754,I694,I050,1
6755,I694,I10,12
6756,I694,I251,3
6757,I694,I48,3
6758,I694,I693,1
6759,I694,I802,1
6760,I694,M1009,2
6761,I694,M2441,5
6762,I694,M758,1
6763,I694,N189,1
6764,I694,N390,2
6765,I694,Q211,1
6766,I694,R13,1
6767,I694,R470,1
6768,I694,R731,1
6769,I701,E119,1
6770,I701,E789,1
6771,I701,I10,1
6772,I701,N184,1
6773,I7010,I10,1
6774,I7010,I64,1
6775,I7010,N185,1
6776,I7020,E119,1
6777,I7020,E789,1
6778,I7021,A419,1
6779,I7021,D683,1
6780,I7021,D689,1
6781,I7021,E113,1
6782,I7021,E119,6
6783,I7021,E149,1
6784,I7021,E789,5
6785,I7021,F03,1
6786,I7021,F059,1
6787,I7021,G819,1
6788,I7021,I10,7
6789,I7021,I251,1
6790,I7021,I48,1
6791,I7021,I694,2
6792,I7021,I743,2
6793,I7021,J189,1
6794,I7021,J960,2
6795,I7021,N179,1
6796,I7021,N184,1
6797,I7021,N185,2
6798,I7021,R572,1
6799,I710,A412,1
6800,I710,A415,1
6801,I710,A419,2
6802,I710,B24,2
6803,I710,B377,1
6804,I710,B49,1
6805,I710,B965,1
6806,I710,C73,1
6807,I710,D150,1
6808,I710,D500,1
6809,I710,D509,1
6810,I710,D62,6
6811,I710,D649,1
6812,I710,D682,1
6813,I710,D689,6
6814,I710,D696,1
6815,I710,D721,2
6816,I710,E039,2
6817,I710,E063,1
6818,I710,E119,9
6819,I710,E162,1
6820,I710,E274,1
6821,I710,E46,1
6822,I710,E669,1
6823,I710,E785,1
6824,I710,E789,14
6825,I710,E833,2
6826,I710,E834,1
6827,I710,E835,3
6828,I710,E870,1
6829,I710,E871,3
6830,I710,E872,2
6831,I710,E875,2
6832,I710,E876,4
6833,I710,E880,3
6834,I710,F059,3
6835,I710,F329,1
6836,I710,G062,1
6837,I710,G118,1
6838,I710,G473,4
6839,I710,G819,1
6840,I710,I10,40
6841,I710,I251,6
6842,I710,I254,1
6843,I710,I312,1
6844,I710,I313,1
6845,I710,I351,10
6846,I710,I429,1
6847,I710,I460,2
6848,I710,I469,3
6849,I710,I472,1
6850,I710,I48,2
6851,I710,I490,1
6852,I710,I500,2
6853,I710,I509,1
6854,I710,I635,2
6855,I710,I693,1
6856,I710,I711,1
6857,I710,I712,1
6858,I710,I714,2
6859,I710,I723,2
6860,I710,I739,1
6861,I710,I743,2
6862,I710,I745,1
6863,I710,J150,1
6864,I710,J151,1
6865,I710,J156,2
6866,I710,J189,2
6867,I710,J449,1
6868,I710,J851,1
6869,I710,J90,2
6870,I710,J960,1
6871,I710,K021,1
6872,I710,K225,1
6873,I710,K30,1
6874,I710,K429,1
6875,I710,K566,1
6876,I710,K720,1
6877,I710,K859,1
6878,I710,L893,1
6879,I710,M1099,4
6880,I710,M321,1
6881,I710,M4809,1
6882,I710,M8109,1
6883,I710,N10,2
6884,I710,N170,1
6885,I710,N179,9
6886,I710,N185,2
6887,I710,N189,4
6888,I710,N289,1
6889,I710,N390,4
6890,I710,N40,1
6891,I710,Q211,1
6892,I710,Q874,2
6893,I710,R065,1
6894,I710,R090,1
6895,I710,R31,1
6896,I710,R35,1
6897,I710,R502,1
6898,I710,R568,1
6899,I710,R570,1
6900,I710,R571,1
6901,I710,R572,1
6902,I710,R739,1
6903,I710,R798,1
6904,I710,R829,1
6905,I710,T810,1
6906,I710,T811,1
6907,I710,T814,1
6908,I711,C187,1
6909,I711,D62,1
6910,I711,E059,1
6911,I711,E119,3
6912,I711,E785,1
6913,I711,G20,1
6914,I711,G819,1
6915,I711,H905,1
6916,I711,I10,5
6917,I711,I251,2
6918,I711,I340,1
6919,I711,I469,1
6920,I711,I694,2
6921,I711,I714,1
6922,I711,I771,1
6923,I711,J181,1
6924,I711,J189,1
6925,I711,J449,1
6926,I711,J851,1
6927,I711,K273,1
6928,I711,M1099,2
6929,I711,N185,1
6930,I711,N189,1
6931,I711,R568,1
6932,I712,A162,1
6933,I712,A415,1
6934,I712,D563,1
6935,I712,E222,1
6936,I712,E789,3
6937,I712,E871,1
6938,I712,G405,1
6939,I712,G459,1
6940,I712,I050,1
6941,I712,I10,1
6942,I712,I251,3
6943,I712,I351,1
6944,I712,I460,1
6945,I712,I469,1
6946,I712,I48,1
6947,I712,I620,1
6948,I712,I635,1
6949,I712,I743,1
6950,I712,J129,1
6951,I712,J449,1
6952,I712,J90,1
6953,I712,J960,2
6954,I712,K550,1
6955,I712,L893,1
6956,I712,M4809,1
6957,I712,M6226,1
6958,I712,N170,2
6959,I712,N189,1
6960,I712,N40,2
6961,I712,R042,1
6962,I712,R571,1
6963,I713,A419,1
6964,I713,b181,1
6965,I713,B182,1
6966,I713,B24,1
6967,I713,D473,1
6968,I713,D598,1
6969,I713,D62,7
6970,I713,D65,1
6971,I713,D689,4
6972,I713,E039,1
6973,I713,E119,5
6974,I713,E149,1
6975,I713,E46,1
6976,I713,E785,2
6977,I713,E789,5
6978,I713,E833,1
6979,I713,E834,1
6980,I713,E835,1
6981,I713,E870,2
6982,I713,E871,3
6983,I713,E872,1
6984,I713,E875,2
6985,I713,E876,4
6986,I713,E880,1
6987,I713,F058,3
6988,I713,G838,1
6989,I713,G935,1
6990,I713,I10,15
6991,I713,I461,1
6992,I713,I469,1
6993,I713,I611,1
6994,I713,I635,1
6995,I713,I710,1
6996,I713,I720,1
6997,I713,I722,1
6998,I713,I723,6
6999,I713,I739,1
7000,I713,I743,2
7001,I713,I745,1
7002,I713,I771,1
7003,I713,I772,1
7004,I713,I802,1
7005,I713,J189,5
7006,I713,J398,1
7007,I713,J449,1
7008,I713,J960,5
7009,I713,J981,1
7010,I713,K251,1
7011,I713,K297,1
7012,I713,K298,1
7013,I713,K315,1
7014,I713,K550,1
7015,I713,K633,1
7016,I713,K650,2
7017,I713,K710,1
7018,I713,K729,1
7019,I713,K851,1
7020,I713,K922,1
7021,I713,L270,1
7022,I713,L891,1
7023,I713,M1099,2
7024,I713,M171,1
7025,I713,M4316,1
7026,I713,M4319,1
7027,I713,M4716,1
7028,I713,N135,1
7029,I713,N179,10
7030,I713,N183,1
7031,I713,N185,1
7032,I713,N189,3
7033,I713,N319,1
7034,I713,N390,3
7035,I713,R001,1
7036,I713,R31,1
7037,I713,R570,1
7038,I713,R571,2
7039,I713,R572,2
7040,I713,R659,1
7041,I713,R80,1
7042,I713,T810,1
7043,I713,T814,1
7044,I713,T823,1
7045,I713,T825,1
7046,I714,A021,1
7047,I714,A099,1
7048,I714,A415,1
7049,I714,A419,1
7050,I714,A481,1
7051,I714,C187,1
7052,I714,C221,1
7053,I714,C61,1
7054,I714,C795,1
7055,I714,D131,1
7056,I714,D618,1
7057,I714,D62,2
7058,I714,D649,1
7059,I714,D65,1
7060,I714,D684,1
7061,I714,D696,2
7062,I714,E041,1
7063,I714,E119,8
7064,I714,E162,1
7065,I714,E785,6
7066,I714,E789,11
7067,I714,E870,1
7068,I714,E871,1
7069,I714,E872,2
7070,I714,E875,1
7071,I714,E876,1
7072,I714,E880,1
7073,I714,F018,1
7074,I714,F019,1
7075,I714,G513,1
7076,I714,G819,1
7077,I714,I10,32
7078,I714,I214,2
7079,I714,I219,1
7080,I714,I251,4
7081,I714,I259,2
7082,I714,I350,1
7083,I714,I460,1
7084,I714,I469,1
7085,I714,I48,2
7086,I714,I500,1
7087,I714,I639,3
7088,I714,I694,5
7089,I714,I698,1
7090,I714,I7010,1
7091,I714,I716,1
7092,I714,I722,2
7093,I714,I723,8
7094,I714,I724,2
7095,I714,I741,1
7096,I714,I743,5
7097,I714,I745,2
7098,I714,I771,1
7099,I714,I776,1
7100,I714,I802,4
7101,I714,J200,1
7102,I714,J304,1
7103,I714,J329,1
7104,I714,J449,3
7105,I714,J459,1
7106,I714,J81,1
7107,I714,J952,2
7108,I714,J960,3
7109,I714,J984,1
7110,I714,K567,1
7111,I714,K571,1
7112,I714,K579,3
7113,I714,K633,1
7114,I714,K703,1
7115,I714,K719,1
7116,I714,K746,2
7117,I714,K831,1
7118,I714,K869,1
7119,I714,K922,1
7120,I714,L022,1
7121,I714,L409,1
7122,I714,M0099,1
7123,I714,M1009,1
7124,I714,M1099,2
7125,I714,M4809,1
7126,I714,M6226,1
7127,I714,M8199,1
7128,I714,N179,9
7129,I714,N184,2
7130,I714,N185,2
7131,I714,N189,4
7132,I714,N201,1
7133,I714,N390,3
7134,I714,N40,3
7135,I714,R02,1
7136,I714,R17,1
7137,I714,R570,1
7138,I714,R571,3
7139,I714,T802,1
7140,I714,T810,1
7141,I714,T812,1
7142,I714,T814,1
7143,I714,T823,3
7144,I714,T825,1
7145,I714,T827,1
7146,I715,E119,1
7147,I715,E46,1
7148,I715,E763,1
7149,I715,E871,1
7150,I715,E876,1
7151,I715,I10,1
7152,I715,I64,1
7153,I715,K922,1
7154,I715,R572,1
7155,I716,A241,2
7156,I716,A415,1
7157,I716,C61,1
7158,I716,C795,1
7159,I716,D469,1
7160,I716,D638,1
7161,I716,E119,1
7162,I716,E149,1
7163,I716,E785,1
7164,I716,E789,4
7165,I716,E833,1
7166,I716,E834,1
7167,I716,E876,1
7168,I716,E880,1
7169,I716,G259,1
7170,I716,G409,1
7171,I716,G459,1
7172,I716,I10,12
7173,I716,I251,3
7174,I716,I259,1
7175,I716,I420,1
7176,I716,I48,1
7177,I716,I710,2
7178,I716,I723,1
7179,I716,I743,2
7180,I716,I771,1
7181,I716,I802,1
7182,I716,J90,2
7183,I716,J939,1
7184,I716,J960,1
7185,I716,K550,1
7186,I716,K630,1
7187,I716,K746,1
7188,I716,M1099,2
7189,I716,N184,1
7190,I716,N185,1
7191,I716,N189,4
7192,I716,N390,1
7193,I716,N40,2
7194,I716,R33,1
7195,I716,R509,1
7196,I719,E213,1
7197,I719,I10,1
7198,I719,I351,1
7199,I720,F449,1
7200,I720,F450,1
7201,I720,I64,2
7202,I720,I671,1
7203,I720,I722,1
7204,I720,J189,1
7205,I720,J40,1
7206,I720,K219,1
7207,I720,N179,1
7208,I720,N390,1
7209,I720,N40,1
7210,I721,B962,1
7211,I721,C449,1
7212,I721,C541,1
7213,I721,D611,1
7214,I721,E119,2
7215,I721,E789,2
7216,I721,G562,1
7217,I721,G629,1
7218,I721,I10,4
7219,I721,I251,1
7220,I721,I694,1
7221,I721,I743,1
7222,I721,M314,1
7223,I721,M4807,1
7224,I721,M7963,1
7225,I721,N185,3
7226,I721,T793,1
7227,I721,T824,1
7228,I721,T828,1
7229,I722,D62,3
7230,I722,E119,1
7231,I722,E789,1
7232,I722,G259,1
7233,I722,I10,2
7234,I722,I723,1
7235,I722,J40,1
7236,I722,J690,1
7237,I722,J90,1
7238,I722,J981,1
7239,I722,K590,1
7240,I722,K649,1
7241,I722,K768,1
7242,I722,M1099,1
7243,I722,N179,1
7244,I722,N184,1
7245,I722,N200,2
7246,I722,N288,1
7247,I722,N40,1
7248,I722,R090,1
7249,I722,R31,1
7250,I722,T810,1
7251,I723,A419,2
7252,I723,B354,1
7253,I723,B909,2
7254,I723,D509,1
7255,I723,D649,1
7256,I723,E119,1
7257,I723,E274,1
7258,I723,E46,1
7259,I723,E789,2
7260,I723,E871,2
7261,I723,I10,2
7262,I723,I251,2
7263,I723,I350,1
7264,I723,I48,1
7265,I723,I772,1
7266,I723,J150,1
7267,I723,J189,1
7268,I723,J449,1
7269,I723,J459,1
7270,I723,J80,1
7271,I723,K259,1
7272,I723,L891,1
7273,I723,N179,2
7274,I723,T814,2
7275,I724,A047,1
7276,I724,D62,2
7277,I724,D638,1
7278,I724,D649,1
7279,I724,D689,2
7280,I724,D696,2
7281,I724,E113,1
7282,I724,E119,2
7283,I724,E46,1
7284,I724,E789,4
7285,I724,E833,1
7286,I724,E834,1
7287,I724,E835,2
7288,I724,E870,1
7289,I724,E871,3
7290,I724,E876,2
7291,I724,F059,1
7292,I724,F209,1
7293,I724,G20,1
7294,I724,G629,1
7295,I724,H350,1
7296,I724,I10,5
7297,I724,I350,1
7298,I724,I500,1
7299,I724,I714,2
7300,I724,I743,2
7301,I724,J180,1
7302,I724,J81,1
7303,I724,J960,1
7304,I724,K30,1
7305,I724,L031,1
7306,I724,M1099,1
7307,I724,M4197,1
7308,I724,M6288,1
7309,I724,N179,1
7310,I724,N185,2
7311,I724,N281,1
7312,I724,N390,2
7313,I724,N40,1
7314,I724,Q632,1
7315,I724,R02,1
7316,I724,R31,1
7317,I724,R33,1
7318,I724,R35,1
7319,I724,R740,1
7320,I724,R798,1
7321,I724,T810,2
7322,I724,T828,1
7323,I726,E789,1
7324,I726,I10,1
7325,I728,A244,1
7326,I728,C254,1
7327,I728,D481,1
7328,I728,D619,1
7329,I728,D62,2
7330,I728,D689,1
7331,I728,D731,1
7332,I728,D824,1
7333,I728,E039,1
7334,I728,E063,1
7335,I728,E119,1
7336,I728,E222,1
7337,I728,E46,1
7338,I728,E789,1
7339,I728,E833,1
7340,I728,E834,1
7341,I728,E835,1
7342,I728,E871,2
7343,I728,E872,1
7344,I728,E873,1
7345,I728,E875,1
7346,I728,E876,1
7347,I728,E880,1
7348,I728,G935,1
7349,I728,I10,3
7350,I728,I214,1
7351,I728,I251,2
7352,I728,I469,1
7353,I728,I500,1
7354,I728,J150,1
7355,I728,J398,1
7356,I728,J960,1
7357,I728,K30,1
7358,I728,K659,1
7359,I728,K661,1
7360,I728,K729,1
7361,I728,K861,1
7362,I728,M1009,1
7363,I728,N390,1
7364,I728,R179,1
7365,I728,R18,1
7366,I728,R31,1
7367,I728,R53,1
7368,I728,R571,1
7369,I728,R630,1
7370,I728,R80,1
7371,I728,T810,1
7372,I731,R02,2
7373,I731,T793,1
7374,I738,L891,1
7375,I739,C539,1
7376,I739,D759,1
7377,I739,E063,1
7378,I739,E119,4
7379,I739,E149,1
7380,I739,E789,8
7381,I739,F050,1
7382,I739,F172,1
7383,I739,G560,1
7384,I739,I10,15
7385,I739,I251,5
7386,I739,I469,1
7387,I739,I48,2
7388,I739,I694,1
7389,I739,I723,1
7390,I739,I743,5
7391,I739,I868,1
7392,I739,J984,1
7393,I739,K746,1
7394,I739,L031,1
7395,I739,M6286,1
7396,I739,M8647,1
7397,I739,M8696,1
7398,I739,N185,1
7399,I739,N189,2
7400,I739,R731,2
7401,I739,T825,1
7402,I740,E119,1
7403,I740,E789,1
7404,I740,I743,1
7405,I741,I10,1
7406,I741,M6226,1
7407,I741,M6286,1
7408,I741,T812,1
7409,I742,D563,1
7410,I742,E039,1
7411,I742,E115,1
7412,I742,E119,3
7413,I742,E789,2
7414,I742,I10,6
7415,I742,I251,1
7416,I742,I260,1
7417,I742,I633,1
7418,I742,I792,1
7419,I742,N185,2
7420,I742,N390,1
7421,I742,R33,1
7422,I743,A099,3
7423,I743,A169,1
7424,I743,A180,1
7425,I743,A415,2
7426,I743,A419,13
7427,I743,A490,1
7428,I743,A499,1
7429,I743,B029,1
7430,I743,b181,1
7431,I743,B377,1
7432,I743,B909,4
7433,I743,B952,1
7434,I743,B961,1
7435,I743,B962,1
7436,I743,B968,1
7437,I743,C187,1
7438,I743,C19,1
7439,I743,C320,1
7440,I743,C349,1
7441,I743,C539,1
7442,I743,C679,1
7443,I743,C780,1
7444,I743,C911,1
7445,I743,D473,3
7446,I743,D500,2
7447,I743,D509,1
7448,I743,D539,1
7449,I743,D563,1
7450,I743,D593,1
7451,I743,D62,12
7452,I743,D638,4
7453,I743,D648,1
7454,I743,D649,8
7455,I743,D65,2
7456,I743,D683,1
7457,I743,D686,2
7458,I743,D689,9
7459,I743,D693,1
7460,I743,D696,4
7461,I743,D70,2
7462,I743,D759,1
7463,I743,E039,1
7464,I743,E041,1
7465,I743,E112,3
7466,I743,E113,3
7467,I743,E115,37
7468,I743,E117,7
7469,I743,E119,65
7470,I743,E140,1
7471,I743,E149,22
7472,I743,E162,2
7473,I743,E213,1
7474,I743,E222,1
7475,I743,E230,1
7476,I743,E273,2
7477,I743,E274,2
7478,I743,E40,1
7479,I743,E440,1
7480,I743,E46,1
7481,I743,E559,1
7482,I743,E785,14
7483,I743,E789,81
7484,I743,E790,1
7485,I743,E830,1
7486,I743,E833,1
7487,I743,E834,3
7488,I743,E835,2
7489,I743,E86,1
7490,I743,E870,1
7491,I743,E871,10
7492,I743,E872,6
7493,I743,E875,4
7494,I743,E876,8
7495,I743,E877,4
7496,I743,E878,1
7497,I743,E880,2
7498,I743,F058,1
7499,I743,F059,4
7500,I743,F329,2
7501,I743,F432,1
7502,I743,G20,1
7503,I743,G309,1
7504,I743,G419,1
7505,I743,G459,1
7506,I743,G473,1
7507,I743,G628,1
7508,I743,G629,1
7509,I743,G810,1
7510,I743,G819,2
7511,I743,G934,1
7512,I743,H360,2
7513,I743,H3600,4
7514,I743,H3602,1
7515,I743,I050,1
7516,I743,I059,1
7517,I743,I10,156
7518,I743,I214,11
7519,I743,I219,1
7520,I743,I251,50
7521,I743,I255,1
7522,I743,I258,1
7523,I743,I259,6
7524,I743,I260,1
7525,I743,I270,1
7526,I743,I272,1
7527,I743,I313,1
7528,I743,I330,1
7529,I743,I340,1
7530,I743,I350,1
7531,I743,I351,1
7532,I743,I469,4
7533,I743,I48,21
7534,I743,I490,1
7535,I743,I493,1
7536,I743,I495,1
7537,I743,I500,11
7538,I743,I509,3
7539,I743,I633,1
7540,I743,I635,2
7541,I743,I639,4
7542,I743,I64,2
7543,I743,I652,1
7544,I743,I694,12
7545,I743,I698,1
7546,I743,I700,1
7547,I743,I7020,4
7548,I743,I7021,15
7549,I743,I713,2
7550,I743,I721,1
7551,I743,I723,2
7552,I743,I724,1
7553,I743,I739,2
7554,I743,I740,3
7555,I743,I741,1
7556,I743,I745,2
7557,I743,I749,1
7558,I743,I770,1
7559,I743,I771,1
7560,I743,I792,20
7561,I743,I801,1
7562,I743,I802,2
7563,I743,I978,1
7564,I743,J150,3
7565,I743,J151,2
7566,I743,J156,2
7567,I743,J158,1
7568,I743,J159,1
7569,I743,J181,2
7570,I743,J189,10
7571,I743,J209,1
7572,I743,J440,2
7573,I743,J441,1
7574,I743,J449,4
7575,I743,J459,3
7576,I743,J80,3
7577,I743,J81,4
7578,I743,J82,1
7579,I743,J90,2
7580,I743,J931,1
7581,I743,J939,1
7582,I743,J952,1
7583,I743,J958,1
7584,I743,J960,14
7585,I743,J981,1
7586,I743,K219,1
7587,I743,K260,1
7588,I743,K290,1
7589,I743,K294,1
7590,I743,K430,1
7591,I743,K550,1
7592,I743,K566,2
7593,I743,K590,1
7594,I743,K625,1
7595,I743,K661,1
7596,I743,K703,1
7597,I743,K712,1
7598,I743,K729,1
7599,I743,K758,1
7600,I743,K801,1
7601,I743,K805,1
7602,I743,K830,1
7603,I743,K922,4
7604,I743,L030,1
7605,I743,L031,4
7606,I743,L080,5
7607,I743,L089,2
7608,I743,L270,1
7609,I743,L309,1
7610,I743,L892,1
7611,I743,L97,2
7612,I743,L984,1
7613,I743,L988,2
7614,I743,M0694,1
7615,I743,M0699,3
7616,I743,M1099,6
7617,I743,M1184,1
7618,I743,M1189,1
7619,I743,M4317,1
7620,I743,M4806,1
7621,I743,M4807,1
7622,I743,M6006,1
7623,I743,M6007,2
7624,I743,M6226,1
7625,I743,M627,1
7626,I743,M6597,1
7627,I743,M680,1
7628,I743,M7266,1
7629,I743,M7267,1
7630,I743,M7966,1
7631,I743,M8196,1
7632,I743,M8199,3
7633,I743,M8586,1
7634,I743,M8697,7
7635,I743,M8699,1
7636,I743,N049,1
7637,I743,N083,6
7638,I743,N141,2
7639,I743,N170,2
7640,I743,N179,18
7641,I743,N182,1
7642,I743,N183,3
7643,I743,N184,5
7644,I743,N185,35
7645,I743,N189,18
7646,I743,N300,1
7647,I743,N304,1
7648,I743,N309,2
7649,I743,N390,18
7650,I743,N40,5
7651,I743,R02,40
7652,I743,R060,1
7653,I743,R17,1
7654,I743,R21,1
7655,I743,R31,4
7656,I743,R33,3
7657,I743,R502,1
7658,I743,R53,1
7659,I743,R568,2
7660,I743,R570,1
7661,I743,R571,4
7662,I743,R572,15
7663,I743,R630,1
7664,I743,R730,1
7665,I743,R740,2
7666,I743,R770,4
7667,I743,R80,1
7668,I743,R91,1
7669,I743,R945,2
7670,I743,T793,6
7671,I743,T810,5
7672,I743,T812,1
7673,I743,T813,1
